modelo_id,variables,interacciones,n_variables,n_interacciones,n_terminos
18714,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × habit_bin + marital_bin × mature_bin,6,2,8
18715,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × marital_bin + sex_bin × mature_bin,6,2,8
18716,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × marital_bin + habit_bin × marital_bin,6,2,8
18717,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × marital_bin + habit_bin × mature_bin,6,2,8
18718,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × marital_bin + marital_bin × mature_bin,6,2,8
18719,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × mature_bin + habit_bin × marital_bin,6,2,8
18720,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × mature_bin + habit_bin × mature_bin,6,2,8
18721,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × mature_bin + marital_bin × mature_bin,6,2,8
18722,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,habit_bin × marital_bin + habit_bin × mature_bin,6,2,8
18723,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,habit_bin × marital_bin + marital_bin × mature_bin,6,2,8
18724,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,habit_bin × mature_bin + marital_bin × mature_bin,6,2,8
18725,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,,6,0,6
18726,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits,6,1,7
18727,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin,6,1,7
18728,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin,6,1,7
18729,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin,6,1,7
18730,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin,6,1,7
18731,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin,6,1,7
18732,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin,6,1,7
18733,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin,6,1,7
18734,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin,6,1,7
18735,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × habit_bin,6,1,7
18736,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin,6,1,7
18737,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × mature_bin,6,1,7
18738,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin,6,1,7
18739,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,habit_bin × mature_bin,6,1,7
18740,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,6,1,7
18741,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + mage × sex_bin,6,2,8
18742,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + mage × habit_bin,6,2,8
18743,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + mage × whitemom_bin,6,2,8
18744,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + mage × mature_bin,6,2,8
18745,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + visits × sex_bin,6,2,8
18746,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + visits × habit_bin,6,2,8
18747,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + visits × whitemom_bin,6,2,8
18748,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + visits × mature_bin,6,2,8
18749,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + sex_bin × habit_bin,6,2,8
18750,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + sex_bin × whitemom_bin,6,2,8
18751,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + sex_bin × mature_bin,6,2,8
18752,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + habit_bin × whitemom_bin,6,2,8
18753,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + habit_bin × mature_bin,6,2,8
18754,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + whitemom_bin × mature_bin,6,2,8
18755,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + mage × habit_bin,6,2,8
18756,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + mage × whitemom_bin,6,2,8
18757,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + mage × mature_bin,6,2,8
18758,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + visits × sex_bin,6,2,8
18759,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + visits × habit_bin,6,2,8
18760,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + visits × whitemom_bin,6,2,8
18761,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + visits × mature_bin,6,2,8
18762,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + sex_bin × habit_bin,6,2,8
18763,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + sex_bin × whitemom_bin,6,2,8
18764,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + sex_bin × mature_bin,6,2,8
18765,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + habit_bin × whitemom_bin,6,2,8
18766,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + habit_bin × mature_bin,6,2,8
18767,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × sex_bin + whitemom_bin × mature_bin,6,2,8
18768,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + mage × whitemom_bin,6,2,8
18769,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + mage × mature_bin,6,2,8
18770,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + visits × sex_bin,6,2,8
18771,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + visits × habit_bin,6,2,8
18772,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + visits × whitemom_bin,6,2,8
18773,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + visits × mature_bin,6,2,8
18774,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + sex_bin × habit_bin,6,2,8
18775,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + sex_bin × whitemom_bin,6,2,8
18776,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + sex_bin × mature_bin,6,2,8
18777,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + habit_bin × whitemom_bin,6,2,8
18778,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + habit_bin × mature_bin,6,2,8
18779,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × habit_bin + whitemom_bin × mature_bin,6,2,8
18780,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + mage × mature_bin,6,2,8
18781,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + visits × sex_bin,6,2,8
18782,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + visits × habit_bin,6,2,8
18783,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + visits × whitemom_bin,6,2,8
18784,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + visits × mature_bin,6,2,8
18785,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × habit_bin,6,2,8
18786,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × whitemom_bin,6,2,8
18787,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × mature_bin,6,2,8
18788,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + habit_bin × whitemom_bin,6,2,8
18789,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + habit_bin × mature_bin,6,2,8
18790,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × whitemom_bin + whitemom_bin × mature_bin,6,2,8
18791,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + visits × sex_bin,6,2,8
18792,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + visits × habit_bin,6,2,8
18793,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + visits × whitemom_bin,6,2,8
18794,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + visits × mature_bin,6,2,8
18795,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × habit_bin,6,2,8
18796,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × whitemom_bin,6,2,8
18797,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × mature_bin,6,2,8
18798,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + habit_bin × whitemom_bin,6,2,8
18799,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + habit_bin × mature_bin,6,2,8
18800,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × mature_bin + whitemom_bin × mature_bin,6,2,8
18801,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × habit_bin,6,2,8
18802,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × whitemom_bin,6,2,8
18803,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,6,2,8
18804,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × habit_bin,6,2,8
18805,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × whitemom_bin,6,2,8
18806,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × mature_bin,6,2,8
18807,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + habit_bin × whitemom_bin,6,2,8
18808,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + habit_bin × mature_bin,6,2,8
18809,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + whitemom_bin × mature_bin,6,2,8
18810,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + visits × whitemom_bin,6,2,8
18811,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + visits × mature_bin,6,2,8
18812,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + sex_bin × habit_bin,6,2,8
18813,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + sex_bin × whitemom_bin,6,2,8
18814,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + sex_bin × mature_bin,6,2,8
18815,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + habit_bin × whitemom_bin,6,2,8
18816,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + habit_bin × mature_bin,6,2,8
18817,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × habit_bin + whitemom_bin × mature_bin,6,2,8
18818,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + visits × mature_bin,6,2,8
18819,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + sex_bin × habit_bin,6,2,8
18820,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + sex_bin × whitemom_bin,6,2,8
18821,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + sex_bin × mature_bin,6,2,8
18822,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + habit_bin × whitemom_bin,6,2,8
18823,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + habit_bin × mature_bin,6,2,8
18824,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × whitemom_bin + whitemom_bin × mature_bin,6,2,8
18825,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × habit_bin,6,2,8
18826,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × whitemom_bin,6,2,8
18827,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × mature_bin,6,2,8
18828,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + habit_bin × whitemom_bin,6,2,8
18829,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + habit_bin × mature_bin,6,2,8
18830,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,6,2,8
18831,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + sex_bin × whitemom_bin,6,2,8
18832,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + sex_bin × mature_bin,6,2,8
18833,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + habit_bin × whitemom_bin,6,2,8
18834,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + habit_bin × mature_bin,6,2,8
18835,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + whitemom_bin × mature_bin,6,2,8
18836,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + sex_bin × mature_bin,6,2,8
18837,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + habit_bin × whitemom_bin,6,2,8
18838,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + habit_bin × mature_bin,6,2,8
18839,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + whitemom_bin × mature_bin,6,2,8
18840,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + habit_bin × whitemom_bin,6,2,8
18841,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + habit_bin × mature_bin,6,2,8
18842,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + whitemom_bin × mature_bin,6,2,8
18843,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + habit_bin × mature_bin,6,2,8
18844,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + whitemom_bin × mature_bin,6,2,8
18845,mage + visits + sex_bin + habit_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + whitemom_bin × mature_bin,6,2,8
18846,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,,6,0,6
18847,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × visits,6,1,7
18848,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × sex_bin,6,1,7
18849,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin,6,1,7
18850,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin,6,1,7
18851,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin,6,1,7
18852,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin,6,1,7
18853,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × marital_bin,6,1,7
18854,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × whitemom_bin,6,1,7
18855,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin,6,1,7
18856,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin,6,1,7
18857,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin,6,1,7
18858,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin,6,1,7
18859,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,6,1,7
18860,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × mature_bin,6,1,7
18861,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,6,1,7
18862,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + mage × sex_bin,6,2,8
18863,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + mage × marital_bin,6,2,8
18864,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + mage × whitemom_bin,6,2,8
18865,mage + visits + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + mage × mature_bin,6,2,8
